"Time","UnderlyingAtBuy","UnderlyingCurrent","UnderlyingChange","UnderlyingChgPct","CallPL","CallPLAmount","CallPLPercentage","PutPL","PutPLAmount","PutPLPercentage","PL"
"10:32:00",13713.5,13740.7,-27.200000000000728,"-0.20","-4.95","-247.50","-5.55","10.20","510.00","10.74","262.50"
"10:33:00",13713.5,13741.1,-27.600000000000364,"-0.20","-5.50","-275.00","-6.17","10.00","500.00","10.53","225.00"
"10:34:00",13713.5,13734.5,-21,"-0.15","-4.55","-227.50","-5.10","8.05","402.50","8.47","175.00"
"10:35:00",13713.5,13739.3,-25.799999999999272,"-0.19","-5.75","-287.50","-6.45","9.55","477.50","10.05","190.00"
"10:36:00",13713.5,13741.1,-27.600000000000364,"-0.20","-6.40","-320.00","-7.18","10.05","502.50","10.58","182.50"
"10:37:00",13713.5,13742.2,-28.700000000000728,"-0.21","-5.45","-272.50","-6.11","9.85","492.50","10.37","220.00"
"10:38:00",13713.5,13737.5,-24,"-0.18","-5.10","-255.00","-5.72","9.15","457.50","9.63","202.50"
"10:39:00",13713.5,13743,-29.5,"-0.22","-6.00","-300.00","-6.73","10.75","537.50","11.32","237.50"
"10:40:00",13713.5,13746.4,-32.899999999999636,"-0.24","-6.45","-322.50","-7.23","11.90","595.00","12.53","272.50"
"10:41:00",13713.5,13763,-49.5,"-0.36","-11.20","-560.00","-12.56","16.65","832.50","17.53","272.50"
"10:42:00",13713.5,13758.4,-44.899999999999636,"-0.33","-9.55","-477.50","-10.71","14.15","707.50","14.89","230.00"
"10:43:00",13713.5,13767.3,-53.79999999999927,"-0.39","-11.85","-592.50","-13.29","16.45","822.50","17.32","230.00"
"10:44:00",13713.5,13762.4,-48.899999999999636,"-0.36","-10.40","-520.00","-11.67","15.15","757.50","15.95","237.50"
"10:45:00",13713.5,13772.5,-59,"-0.43","-13.10","-655.00","-14.69","17.40","870.00","18.32","215.00"
"10:46:00",13713.5,13769.1,-55.600000000000364,"-0.41","-12.35","-617.50","-13.85","16.95","847.50","17.84","230.00"
"10:47:00",13713.5,13769.8,-56.29999999999927,"-0.41","-12.15","-607.50","-13.63","16.20","810.00","17.05","202.50"
"10:48:00",13713.5,13770.5,-57,"-0.42","-11.95","-597.50","-13.40","14.70","735.00","15.47","137.50"
"10:49:00",13713.5,13772.5,-59,"-0.43","-13.95","-697.50","-15.65","17.15","857.50","18.05","160.00"
"10:50:00",13713.5,13763.3,-49.79999999999927,"-0.36","-11.55","-577.50","-12.96","14.45","722.50","15.21","145.00"
"10:51:00",13713.5,13769.1,-55.600000000000364,"-0.41","-13.05","-652.50","-14.64","16.30","815.00","17.16","162.50"
"10:52:00",13713.5,13766.1,-52.600000000000364,"-0.38","-11.15","-557.50","-12.51","14.00","700.00","14.74","142.50"
"10:53:00",13713.5,13771.4,-57.899999999999636,"-0.42","-13.75","-687.50","-15.42","16.25","812.50","17.11","125.00"
"10:54:00",13713.5,13764.1,-50.600000000000364,"-0.37","-11.65","-582.50","-13.07","14.90","745.00","15.68","162.50"
"10:55:00",13713.5,13767.3,-53.79999999999927,"-0.39","-11.95","-597.50","-13.40","16.05","802.50","16.89","205.00"
"10:56:00",13713.5,13781.5,-68,"-0.50","-15.60","-780.00","-17.50","21.20","1060.00","22.32","280.00"
"10:57:00",13713.5,13781.5,-68,"-0.50","-16.90","-845.00","-18.96","21.65","1082.50","22.79","237.50"
"10:58:00",13713.5,13784.5,-71,"-0.52","-17.55","-877.50","-19.69","22.70","1135.00","23.89","257.50"
"10:59:00",13713.5,13775.1,-61.600000000000364,"-0.45","-15.45","-772.50","-17.33","20.15","1007.50","21.21","235.00"
"11:00:00",13713.5,13778.4,-64.89999999999964,"-0.47","-16.80","-840.00","-18.84","20.60","1030.00","21.68","190.00"
"11:01:00",13713.5,13788.8,-75.29999999999927,"-0.55","-17.55","-877.50","-19.69","24.20","1210.00","25.47","332.50"
"11:02:00",13713.5,13783.4,-69.89999999999964,"-0.51","-16.75","-837.50","-18.79","22.15","1107.50","23.32","270.00"
"11:03:00",13713.5,13764.8,-51.29999999999927,"-0.37","-11.30","-565.00","-12.68","17.10","855.00","18.00","290.00"
"11:04:00",13713.5,13757,-43.5,"-0.32","-9.15","-457.50","-10.26","14.90","745.00","15.68","287.50"
"11:05:00",13713.5,13753.9,-40.399999999999636,"-0.29","-9.25","-462.50","-10.38","13.45","672.50","14.16","210.00"
"11:06:00",13713.5,13753.4,-39.899999999999636,"-0.29","-7.80","-390.00","-8.75","13.00","650.00","13.68","260.00"
"11:07:00",13713.5,13766.4,-52.899999999999636,"-0.39","-11.55","-577.50","-12.96","17.30","865.00","18.21","287.50"
"11:08:00",13713.5,13766.1,-52.600000000000364,"-0.38","-11.85","-592.50","-13.29","16.85","842.50","17.74","250.00"
"11:09:00",13713.5,13755.9,-42.399999999999636,"-0.31","-8.75","-437.50","-9.81","14.65","732.50","15.42","295.00"
"11:10:00",13713.5,13755.3,-41.79999999999927,"-0.30","-8.15","-407.50","-9.14","14.90","745.00","15.68","337.50"
"11:11:00",13713.5,13754.8,-41.29999999999927,"-0.30","-8.20","-410.00","-9.20","14.95","747.50","15.74","337.50"
"11:12:00",13713.5,13759.9,-46.399999999999636,"-0.34","-8.35","-417.50","-9.37","16.30","815.00","17.16","397.50"
"11:13:00",13713.5,13759.2,-45.70000000000073,"-0.33","-9.05","-452.50","-10.15","15.20","760.00","16.00","307.50"
"11:14:00",13713.5,13763.8,-50.29999999999927,"-0.37","-11.00","-550.00","-12.34","18.15","907.50","19.11","357.50"
"11:15:00",13713.5,13760.4,-46.899999999999636,"-0.34","-9.65","-482.50","-10.82","16.20","810.00","17.05","327.50"
"11:16:00",13713.5,13768.8,-55.29999999999927,"-0.40","-11.20","-560.00","-12.56","17.40","870.00","18.32","310.00"
"11:17:00",13713.5,13775.3,-61.79999999999927,"-0.45","-12.25","-612.50","-13.74","18.15","907.50","19.11","295.00"
"11:18:00",13713.5,13766.3,-52.79999999999927,"-0.39","-11.90","-595.00","-13.35","16.55","827.50","17.42","232.50"
"11:19:00",13713.5,13780.2,-66.70000000000073,"-0.49","-13.50","-675.00","-15.14","18.60","930.00","19.58","255.00"
"11:20:00",13713.5,13788.8,-75.29999999999927,"-0.55","-15.75","-787.50","-17.67","20.35","1017.50","21.42","230.00"
"11:21:00",13713.5,13809.4,-95.89999999999964,"-0.70","-25.85","-1292.50","-29.00","31.10","1555.00","32.74","262.50"
"11:22:00",13713.5,13809.8,-96.29999999999927,"-0.70","-26.40","-1320.00","-29.61","30.15","1507.50","31.74","187.50"
"11:23:00",13713.5,13817.5,-104,"-0.76","-28.70","-1435.00","-32.19","31.55","1577.50","33.21","142.50"
"11:24:00",13713.5,13810.5,-97,"-0.71","-25.25","-1262.50","-28.32","29.00","1450.00","30.53","187.50"
"11:25:00",13713.5,13820,-106.5,"-0.78","-30.15","-1507.50","-33.82","32.55","1627.50","34.26","120.00"
"11:26:00",13713.5,13828.9,-115.39999999999964,"-0.84","-31.70","-1585.00","-35.56","34.70","1735.00","36.53","150.00"
"11:27:00",13713.5,13821.3,-107.79999999999927,"-0.79","-28.85","-1442.50","-32.36","33.05","1652.50","34.79","210.00"
"11:28:00",13713.5,13831.6,-118.10000000000036,"-0.86","-32.30","-1615.00","-36.23","35.50","1775.00","37.37","160.00"
"11:29:00",13713.5,13840.9,-127.39999999999964,"-0.93","-32.30","-1615.00","-36.23","37.55","1877.50","39.53","262.50"
"11:30:00",13713.5,13848.5,-135,"-0.98","-34.30","-1715.00","-38.47","39.30","1965.00","41.37","250.00"
"11:31:00",13713.5,13852.4,-138.89999999999964,"-1.01","-36.90","-1845.00","-41.39","39.20","1960.00","41.26","115.00"
"11:32:00",13713.5,13836.3,-122.79999999999927,"-0.90","-32.85","-1642.50","-36.85","36.40","1820.00","38.32","177.50"
"11:33:00",13713.5,13833.8,-120.29999999999927,"-0.88","-31.00","-1550.00","-34.77","35.95","1797.50","37.84","247.50"
"11:34:00",13713.5,13828.1,-114.60000000000036,"-0.84","-26.15","-1307.50","-29.33","35.10","1755.00","36.95","447.50"
"11:35:00",13713.5,13832.9,-119.39999999999964,"-0.87","-30.85","-1542.50","-34.60","37.05","1852.50","39.00","310.00"
"11:36:00",13713.5,13844.5,-131,"-0.96","-31.05","-1552.50","-34.83","38.10","1905.00","40.11","352.50"
"11:37:00",13713.5,13839.5,-126,"-0.92","-30.85","-1542.50","-34.60","36.40","1820.00","38.32","277.50"
"11:38:00",13713.5,13839.5,-126,"-0.92","-30.30","-1515.00","-33.99","36.55","1827.50","38.47","312.50"
"11:39:00",13713.5,13834.1,-120.60000000000036,"-0.88","-27.85","-1392.50","-31.24","35.10","1755.00","36.95","362.50"
"11:40:00",13713.5,13840.8,-127.29999999999927,"-0.93","-29.45","-1472.50","-33.03","36.00","1800.00","37.89","327.50"
"11:41:00",13713.5,13847.7,-134.20000000000073,"-0.98","-32.85","-1642.50","-36.85","37.50","1875.00","39.47","232.50"
"11:42:00",13713.5,13835.6,-122.10000000000036,"-0.89","-29.10","-1455.00","-32.64","34.85","1742.50","36.68","287.50"
"11:43:00",13713.5,13851,-137.5,"-1.00","-32.50","-1625.00","-36.46","37.20","1860.00","39.16","235.00"
"11:44:00",13713.5,13852,-138.5,"-1.01","-33.30","-1665.00","-37.35","37.80","1890.00","39.79","225.00"
"11:45:00",13713.5,13850.1,-136.60000000000036,"-1.00","-32.25","-1612.50","-36.17","36.90","1845.00","38.84","232.50"
"11:46:00",13713.5,13867,-153.5,"-1.12","-35.40","-1770.00","-39.71","39.45","1972.50","41.53","202.50"
"11:47:00",13713.5,13873.5,-160,"-1.17","-37.35","-1867.50","-41.90","40.15","2007.50","42.26","140.00"
"11:48:00",13713.5,13873.4,-159.89999999999964,"-1.17","-38.30","-1915.00","-42.96","40.60","2030.00","42.74","115.00"
"11:49:00",13713.5,13881.9,-168.39999999999964,"-1.23","-39.55","-1977.50","-44.36","42.45","2122.50","44.68","145.00"
"11:50:00",13713.5,13901.8,-188.29999999999927,"-1.37","-47.25","-2362.50","-53.00","47.65","2382.50","50.16","20.00"
"11:51:00",13713.5,13891.8,-178.29999999999927,"-1.30","-44.60","-2230.00","-50.03","46.45","2322.50","48.89","92.50"
"11:52:00",13713.5,13886.3,-172.79999999999927,"-1.26","-40.80","-2040.00","-45.77","44.95","2247.50","47.32","207.50"
"11:53:00",13713.5,13894.3,-180.79999999999927,"-1.32","-41.30","-2065.00","-46.33","45.85","2292.50","48.26","227.50"
"11:54:00",13713.5,13896.5,-183,"-1.33","-44.45","-2222.50","-49.86","47.05","2352.50","49.53","130.00"
"11:55:00",13713.5,13899.5,-186,"-1.36","-45.20","-2260.00","-50.70","47.00","2350.00","49.47","90.00"
"11:56:00",13713.5,13873,-159.5,"-1.16","-33.10","-1655.00","-37.13","43.15","2157.50","45.42","502.50"
"11:57:00",13713.5,13876.4,-162.89999999999964,"-1.19","-35.95","-1797.50","-40.33","42.55","2127.50","44.79","330.00"
"11:58:00",13713.5,13874.3,-160.79999999999927,"-1.17","-34.90","-1745.00","-39.15","42.00","2100.00","44.21","355.00"
"11:59:00",13713.5,13876.8,-163.29999999999927,"-1.19","-36.10","-1805.00","-40.49","42.40","2120.00","44.63","315.00"
"12:00:00",13713.5,13874.1,-160.60000000000036,"-1.17","-36.55","-1827.50","-41.00","42.55","2127.50","44.79","300.00"
"12:01:00",13713.5,13883.9,-170.39999999999964,"-1.24","-37.10","-1855.00","-41.62","43.40","2170.00","45.68","315.00"
"12:02:00",13713.5,13894.8,-181.29999999999927,"-1.32","-39.75","-1987.50","-44.59","44.65","2232.50","47.00","245.00"
"12:03:00",13713.5,13894.6,-181.10000000000036,"-1.32","-39.80","-1990.00","-44.64","43.85","2192.50","46.16","202.50"
"12:04:00",13713.5,13897.9,-184.39999999999964,"-1.34","-40.90","-2045.00","-45.88","45.40","2270.00","47.79","225.00"
"12:05:00",13713.5,13891.6,-178.10000000000036,"-1.30","-38.60","-1930.00","-43.30","44.05","2202.50","46.37","272.50"
"12:06:00",13713.5,13885.6,-172.10000000000036,"-1.25","-38.50","-1925.00","-43.19","43.20","2160.00","45.47","235.00"
"12:07:00",13713.5,13885.1,-171.60000000000036,"-1.25","-37.85","-1892.50","-42.46","43.80","2190.00","46.11","297.50"
"12:08:00",13713.5,13881,-167.5,"-1.22","-35.65","-1782.50","-39.99","42.45","2122.50","44.68","340.00"
"12:09:00",13713.5,13880.5,-167,"-1.22","-34.95","-1747.50","-39.20","41.75","2087.50","43.95","340.00"
"12:10:00",13713.5,13880.7,-167.20000000000073,"-1.22","-35.55","-1777.50","-39.88","42.75","2137.50","45.00","360.00"
"12:11:00",13713.5,13872.5,-159,"-1.16","-31.90","-1595.00","-35.78","41.80","2090.00","44.00","495.00"
"12:12:00",13713.5,13876.3,-162.79999999999927,"-1.19","-33.75","-1687.50","-37.86","42.25","2112.50","44.47","425.00"
"12:13:00",13713.5,13876.9,-163.39999999999964,"-1.19","-34.20","-1710.00","-38.36","42.55","2127.50","44.79","417.50"
"12:14:00",13713.5,13849.5,-136,"-0.99","-22.10","-1105.00","-24.79","37.80","1890.00","39.79","785.00"
"12:15:00",13713.5,13801.5,-88,"-0.64","-4.45","-222.50","-4.99","26.50","1325.00","27.89","1102.50"
"12:16:00",13713.5,13821.3,-107.79999999999927,"-0.79","-9.10","-455.00","-10.21","31.95","1597.50","33.63","1142.50"
"12:17:00",13713.5,13814.5,-101,"-0.74","-10.40","-520.00","-11.67","29.40","1470.00","30.95","950.00"
"12:18:00",13713.5,13823.5,-110,"-0.80","-11.40","-570.00","-12.79","30.55","1527.50","32.16","957.50"
"12:19:00",13713.5,13819.3,-105.79999999999927,"-0.77","-11.85","-592.50","-13.29","31.15","1557.50","32.79","965.00"
"12:20:00",13713.5,13815.5,-102,"-0.74","-8.85","-442.50","-9.93","28.60","1430.00","30.11","987.50"
"12:21:00",13713.5,13817.1,-103.60000000000036,"-0.76","-11.85","-592.50","-13.29","32.05","1602.50","33.74","1010.00"
"12:22:00",13713.5,13831,-117.5,"-0.86","-13.85","-692.50","-15.54","35.30","1765.00","37.16","1072.50"
"12:23:00",13713.5,13825.3,-111.79999999999927,"-0.82","-13.50","-675.00","-15.14","33.55","1677.50","35.32","1002.50"
"12:24:00",13713.5,13829,-115.5,"-0.84","-13.35","-667.50","-14.97","34.60","1730.00","36.42","1062.50"
"12:25:00",13713.5,13829.4,-115.89999999999964,"-0.85","-13.85","-692.50","-15.54","33.85","1692.50","35.63","1000.00"
"12:26:00",13713.5,13841.6,-128.10000000000036,"-0.93","-16.00","-800.00","-17.95","37.15","1857.50","39.11","1057.50"
"12:27:00",13713.5,13850,-136.5,"-1.00","-20.05","-1002.50","-22.49","39.00","1950.00","41.05","947.50"
"12:28:00",13713.5,13856.2,-142.70000000000073,"-1.04","-25.65","-1282.50","-28.77","40.20","2010.00","42.32","727.50"
"12:29:00",13713.5,13857.6,-144.10000000000036,"-1.05","-24.80","-1240.00","-27.82","39.80","1990.00","41.89","750.00"
"12:30:00",13713.5,13862.2,-148.70000000000073,"-1.08","-26.55","-1327.50","-29.78","40.45","2022.50","42.58","695.00"
"12:31:00",13713.5,13864.9,-151.39999999999964,"-1.10","-29.45","-1472.50","-33.03","42.05","2102.50","44.26","630.00"
"12:32:00",13713.5,13862.4,-148.89999999999964,"-1.09","-29.40","-1470.00","-32.98","41.35","2067.50","43.53","597.50"
"12:33:00",13713.5,13861,-147.5,"-1.08","-28.60","-1430.00","-32.08","40.80","2040.00","42.95","610.00"
"12:34:00",13713.5,13862.1,-148.60000000000036,"-1.08","-27.85","-1392.50","-31.24","41.05","2052.50","43.21","660.00"
"12:35:00",13713.5,13869.5,-156,"-1.14","-30.20","-1510.00","-33.88","41.60","2080.00","43.79","570.00"
"12:36:00",13713.5,13865.5,-152,"-1.11","-28.30","-1415.00","-31.74","40.80","2040.00","42.95","625.00"
"12:37:00",13713.5,13866.9,-153.39999999999964,"-1.12","-27.00","-1350.00","-30.29","40.05","2002.50","42.16","652.50"
"12:38:00",13713.5,13857.5,-144,"-1.05","-24.90","-1245.00","-27.93","39.05","1952.50","41.11","707.50"
"12:39:00",13713.5,13854.5,-141,"-1.03","-22.60","-1130.00","-25.35","38.45","1922.50","40.47","792.50"
"12:40:00",13713.5,13842.7,-129.20000000000073,"-0.94","-17.75","-887.50","-19.91","36.25","1812.50","38.16","925.00"
"12:41:00",13713.5,13838.3,-124.79999999999927,"-0.91","-16.70","-835.00","-18.73","35.50","1775.00","37.37","940.00"
"12:42:00",13713.5,13847.3,-133.79999999999927,"-0.98","-20.75","-1037.50","-23.28","35.75","1787.50","37.63","750.00"
"12:43:00",13713.5,13848.1,-134.60000000000036,"-0.98","-20.25","-1012.50","-22.71","36.55","1827.50","38.47","815.00"
"12:44:00",13713.5,13856,-142.5,"-1.04","-22.95","-1147.50","-25.74","38.65","1932.50","40.68","785.00"
"12:45:00",13713.5,13845,-131.5,"-0.96","-19.80","-990.00","-22.21","37.20","1860.00","39.16","870.00"
"12:46:00",13713.5,13829.8,-116.29999999999927,"-0.85","-10.85","-542.50","-12.17","34.15","1707.50","35.95","1165.00"
"12:47:00",13713.5,13842.3,-128.79999999999927,"-0.94","-17.80","-890.00","-19.97","36.45","1822.50","38.37","932.50"
"12:48:00",13713.5,13842,-128.5,"-0.94","-16.10","-805.00","-18.06","36.80","1840.00","38.74","1035.00"
"12:49:00",13713.5,13853,-139.5,"-1.02","-19.85","-992.50","-22.27","40.00","2000.00","42.11","1007.50"
"12:50:00",13713.5,13864.8,-151.29999999999927,"-1.10","-22.75","-1137.50","-25.52","42.70","2135.00","44.95","997.50"
"12:51:00",13713.5,13925.4,-211.89999999999964,"-1.55","-44.45","-2222.50","-49.86","57.55","2877.50","60.58","655.00"
"12:52:00",13713.5,13944.9,-231.39999999999964,"-1.69","-50.20","-2510.00","-56.31","61.35","3067.50","64.58","557.50"
"12:53:00",13713.5,13978.3,-264.7999999999993,"-1.93","-69.85","-3492.50","-78.35","70.55","3527.50","74.26","35.00"
"12:54:00",13713.5,13981.9,-268.39999999999964,"-1.96","-66.65","-3332.50","-74.76","70.20","3510.00","73.89","177.50"
"12:55:00",13713.5,13987.8,-274.2999999999993,"-2.00","-69.25","-3462.50","-77.68","68.60","3430.00","72.21","-32.50"
"12:56:00",13713.5,14039.3,-325.7999999999993,"-2.38","-96.25","-4812.50","-107.96","72.55","3627.50","76.37","-1185.00"
"12:57:00",13713.5,14036.9,-323.39999999999964,"-2.36","-100.25","-5012.50","-112.45","70.45","3522.50","74.16","-1490.00"
"12:58:00",13713.5,14050,-336.5,"-2.45","-105.85","-5292.50","-118.73","69.85","3492.50","73.53","-1800.00"
"12:59:00",13713.5,14062.6,-349.10000000000036,"-2.55","-108.75","-5437.50","-121.99","69.50","3475.00","73.16","-1962.50"
"13:00:00",13713.5,14085.9,-372.39999999999964,"-2.72","-125.85","-6292.50","-141.17","69.25","3462.50","72.89","-2830.00"
"13:01:00",13713.5,14095.5,-382,"-2.79","-135.90","-6795.00","-152.44","70.90","3545.00","74.63","-3250.00"
"13:02:00",13713.5,14096.5,-383,"-2.79","-135.45","-6772.50","-151.93","70.65","3532.50","74.37","-3240.00"
"13:03:00",13713.5,14079.8,-366.2999999999993,"-2.67","-129.45","-6472.50","-145.20","69.50","3475.00","73.16","-2997.50"
"13:04:00",13713.5,14092,-378.5,"-2.76","-129.85","-6492.50","-145.65","70.45","3522.50","74.16","-2970.00"
"13:05:00",13713.5,14100.4,-386.89999999999964,"-2.82","-132.55","-6627.50","-148.68","70.75","3537.50","74.47","-3090.00"
"13:06:00",13713.5,14101.4,-387.89999999999964,"-2.83","-135.20","-6760.00","-151.65","71.30","3565.00","75.05","-3195.00"
"13:07:00",13713.5,14091.9,-378.39999999999964,"-2.76","-124.90","-6245.00","-140.10","70.65","3532.50","74.37","-2712.50"
"13:08:00",13713.5,14073.9,-360.39999999999964,"-2.63","-115.85","-5792.50","-129.95","70.20","3510.00","73.89","-2282.50"
"13:09:00",13713.5,14077.4,-363.89999999999964,"-2.65","-121.60","-6080.00","-136.40","70.65","3532.50","74.37","-2547.50"
"13:10:00",13713.5,14058.4,-344.89999999999964,"-2.52","-104.85","-5242.50","-117.61","70.40","3520.00","74.11","-1722.50"
"13:11:00",13713.5,14050.1,-336.60000000000036,"-2.45","-101.30","-5065.00","-113.63","70.40","3520.00","74.11","-1545.00"
"13:12:00",13713.5,14017,-303.5,"-2.21","-83.80","-4190.00","-94.00","68.50","3425.00","72.11","-765.00"
"13:13:00",13713.5,14011.2,-297.7000000000007,"-2.17","-84.35","-4217.50","-94.62","68.25","3412.50","71.84","-805.00"
"13:14:00",13713.5,14013.5,-300,"-2.19","-81.35","-4067.50","-91.25","65.55","3277.50","69.00","-790.00"
"13:15:00",13713.5,14024.6,-311.10000000000036,"-2.27","-87.85","-4392.50","-98.54","67.60","3380.00","71.16","-1012.50"
"13:16:00",13713.5,14054.3,-340.7999999999993,"-2.49","-102.80","-5140.00","-115.31","70.25","3512.50","73.95","-1627.50"
"13:17:00",13713.5,14065.4,-351.89999999999964,"-2.57","-113.55","-5677.50","-127.37","71.75","3587.50","75.53","-2090.00"
"13:18:00",13713.5,14088,-374.5,"-2.73","-125.60","-6280.00","-140.89","73.40","3670.00","77.26","-2610.00"
"13:19:00",13713.5,14099.1,-385.60000000000036,"-2.81","-132.25","-6612.50","-148.35","74.80","3740.00","78.74","-2872.50"
"13:20:00",13713.5,14097.4,-383.89999999999964,"-2.80","-131.35","-6567.50","-147.34","74.20","3710.00","78.11","-2857.50"
"13:21:00",13713.5,14085,-371.5,"-2.71","-120.30","-6015.00","-134.94","73.25","3662.50","77.11","-2352.50"
"13:22:00",13713.5,14076,-362.5,"-2.64","-115.50","-5775.00","-129.56","72.60","3630.00","76.42","-2145.00"
"13:23:00",13713.5,14089.4,-375.89999999999964,"-2.74","-125.85","-6292.50","-141.17","73.80","3690.00","77.68","-2602.50"
"13:24:00",13713.5,14098.4,-384.89999999999964,"-2.81","-130.15","-6507.50","-145.99","73.95","3697.50","77.84","-2810.00"
"13:25:00",13713.5,14114,-400.5,"-2.92","-134.95","-6747.50","-151.37","75.40","3770.00","79.37","-2977.50"
"13:26:00",13713.5,14104.9,-391.39999999999964,"-2.85","-129.50","-6475.00","-145.26","73.25","3662.50","77.11","-2812.50"
"13:27:00",13713.5,14114.1,-400.60000000000036,"-2.92","-137.85","-6892.50","-154.63","72.25","3612.50","76.05","-3280.00"
"13:28:00",13713.5,14130.2,-416.7000000000007,"-3.04","-148.80","-7440.00","-166.91","74.15","3707.50","78.05","-3732.50"
"13:29:00",13713.5,14151.4,-437.89999999999964,"-3.19","-159.40","-7970.00","-178.80","76.25","3812.50","80.26","-4157.50"
"13:30:00",13713.5,14153.1,-439.60000000000036,"-3.21","-157.50","-7875.00","-176.67","75.35","3767.50","79.32","-4107.50"
"13:31:00",13713.5,14154.4,-440.89999999999964,"-3.22","-163.55","-8177.50","-183.45","76.35","3817.50","80.37","-4360.00"
